customer_id,name,company,email,subscription_plan,mrr,signup_date,subscription_age_months,total_tickets,unresolved_tickets,escalated_tickets,avg_csat,avg_resolution_hours,payment_delay_days,product_usage_score,health_score,churn_risk_score,churn_flag
CUST-0334,Aarav Garcia,Synergy Tech,aarav.garcia@synergytech.com,Enterprise,799.0,2025-10-01,9,5,3,2,2.4,28.75,7,84.0,29,70.6,0
CUST-0335,Taylor Jones,Apex Global,taylor.jones@apexglobal.com,Enterprise,799.0,2025-09-24,9,10,5,2,3.2,36.28,7,36.5,15,84.95,1
CUST-0336,Taylor Brown,Vanguard AI,taylor.brown@vanguardai.com,Starter,49.0,2025-02-24,16,9,2,3,3.44,24.34,0,33.5,34,65.09,0
CUST-0337,Riley Johnson,Horizon Labs,riley.johnson@horizonlabs.com,Starter,49.0,2025-07-22,11,4,2,1,2.5,54.8,14,43.3,31,68.07,0
CUST-0338,Riley Taylor,Nexus Solutions,riley.taylor@nexussolutions.com,Pro,199.0,2025-08-12,10,2,0,1,2.0,33.55,3,29.2,57,42.88,0
CUST-0339,Alex Taylor,Starlight Systems,alex.taylor@starlightsystems.com,Enterprise,799.0,2025-02-03,17,9,6,2,2.78,16.1,14,68.6,2,97.32,1
CUST-0340,Noah Jackson,InnoWave,noah.jackson@innowave.com,Starter,49.0,2025-07-14,11,9,5,1,2.78,24.25,7,23.0,20,79.68,0
CUST-0341,Liam Jackson,CloudScale,liam.jackson@cloudscale.com,Enterprise,799.0,2025-05-23,13,2,1,0,3.5,16.7,0,80.8,78,21.92,0
CUST-0342,Riley Johnson,Horizon Labs,riley.johnson@horizonlabs.com,Starter,49.0,2025-04-11,14,5,2,1,2.8,13.03,0,71.0,53,46.5,0
CUST-0343,Chris Rodriguez,Horizon Labs,chris.rodriguez@horizonlabs.com,Enterprise,799.0,2025-10-12,8,10,3,0,3.7,24.53,0,69.5,62,37.45,0
CUST-0344,Aarav Smith,Acme Corp,aarav.smith@acmecorp.com,Starter,49.0,2025-01-14,17,2,1,1,1.0,3.8,0,94.1,49,50.59,0
CUST-0345,Aarav Verma,QuantumSoft,aarav.verma@quantumsoft.com,Starter,49.0,2025-09-16,9,6,1,2,3.33,20.9,0,94.3,58,41.9,0
CUST-0346,Priya Johnson,InnoWave,priya.johnson@innowave.com,Pro,199.0,2025-03-29,15,8,2,1,3.5,23.45,7,72.8,55,44.92,0
CUST-0347,Liam Chen,CloudScale,liam.chen@cloudscale.com,Starter,49.0,2025-06-08,12,6,4,1,2.5,29.45,7,73.0,31,68.9,0
CUST-0348,Sam Kim,Vanguard AI,sam.kim@vanguardai.com,Enterprise,799.0,2025-02-01,17,7,3,1,3.14,32.65,14,22.6,35,65.0,0
CUST-0349,Liam Chen,Starlight Systems,liam.chen@starlightsystems.com,Enterprise,799.0,2025-09-26,9,2,0,2,2.0,42.25,0,70.1,53,46.99,0
CUST-0350,Aarav Taylor,QuantumSoft,aarav.taylor@quantumsoft.com,Enterprise,799.0,2025-09-12,9,6,4,1,2.67,33.3,7,42.0,29,70.67,0
CUST-0351,Taylor Williams,DataFlow,taylor.williams@dataflow.com,Starter,49.0,2025-05-31,13,4,1,1,2.75,27.13,0,80.5,62,37.95,0
CUST-0352,Alex Verma,TechPulse,alex.verma@techpulse.com,Enterprise,799.0,2025-08-22,10,3,0,1,3.33,25.33,0,24.3,69,30.9,0
CUST-0353,Dakota Thomas,Acme Corp,dakota.thomas@acmecorp.com,Enterprise,799.0,2025-08-18,10,5,3,2,2.6,25.1,14,84.6,26,73.14,0
CUST-0354,Dakota Thomas,QuantumSoft,dakota.thomas@quantumsoft.com,Enterprise,799.0,2025-08-22,10,3,1,1,4.0,6.45,0,77.1,71,28.29,0
CUST-0355,Rohan Verma,Vanguard AI,rohan.verma@vanguardai.com,Enterprise,799.0,2025-01-29,17,8,3,1,3.88,30.04,0,68.8,53,46.12,0
CUST-0356,Sam Miller,Starlight Systems,sam.miller@starlightsystems.com,Enterprise,799.0,2025-06-10,12,7,3,1,2.86,12.85,25,47.6,28,71.38,0
CUST-0357,Chris Anderson,CloudScale,chris.anderson@cloudscale.com,Enterprise,799.0,2025-08-15,10,8,4,1,3.0,17.3,0,52.1,37,62.79,0
CUST-0358,Pat Garcia,QuantumSoft,pat.garcia@quantumsoft.com,Starter,49.0,2025-02-10,16,4,2,4,2.0,43.05,7,18.8,7,92.32,1
CUST-0359,Dakota Anderson,Acme Corp,dakota.anderson@acmecorp.com,Starter,49.0,2025-08-09,10,6,2,0,3.67,12.05,0,82.8,71,28.39,0
CUST-0360,Chris Thomas,QuantumSoft,chris.thomas@quantumsoft.com,Pro,199.0,2025-07-29,11,2,1,0,3.0,33.8,0,83.9,74,25.61,0
CUST-0361,Emily Davis,ByteWorks,emily.davis@byteworks.com,Enterprise,799.0,2025-03-17,15,2,0,1,3.0,5.95,7,16.2,61,38.58,0
CUST-0362,Aarav Thomas,Nexus Solutions,aarav.thomas@nexussolutions.com,Starter,49.0,2025-05-16,13,8,2,0,4.12,37.98,0,53.2,72,27.68,0
CUST-0363,Sophia Garcia,Acme Corp,sophia.garcia@acmecorp.com,Enterprise,799.0,2025-08-20,10,6,0,0,4.33,23.23,0,37.4,88,11.59,0
CUST-0364,Sophia Garcia,Starlight Systems,sophia.garcia@starlightsystems.com,Enterprise,799.0,2025-06-25,12,7,5,1,2.29,9.3,0,59.8,24,75.73,0
CUST-0365,Ananya Patel,InnoWave,ananya.patel@innowave.com,Starter,49.0,2025-09-08,9,10,7,2,2.4,11.57,14,64.3,0,100.0,1
CUST-0366,Morgan Jackson,Synergy Tech,morgan.jackson@synergytech.com,Pro,199.0,2025-10-15,8,2,0,0,4.5,37.75,0,19.7,87,12.03,0
CUST-0367,Aarav Jackson,Synergy Tech,aarav.jackson@synergytech.com,Pro,199.0,2025-08-19,10,10,7,3,2.6,9.37,25,26.5,0,100.0,1
CUST-0368,Riley Chen,Nexus Solutions,riley.chen@nexussolutions.com,Enterprise,799.0,2025-08-14,10,6,1,2,2.83,22.52,0,68.2,51,48.51,0
CUST-0369,Chris Garcia,InnoWave,chris.garcia@innowave.com,Pro,199.0,2025-08-26,10,7,1,0,3.71,27.67,0,59.1,77,22.38,0
CUST-0370,Riley Garcia,InnoWave,riley.garcia@innowave.com,Enterprise,799.0,2025-07-06,12,5,5,1,2.4,24.0,25,15.2,5,94.28,1
CUST-0371,Siddharth Williams,TechPulse,siddharth.williams@techpulse.com,Starter,49.0,2025-06-19,12,5,3,0,2.8,30.15,0,85.8,56,43.02,0
CUST-0372,Liam Anderson,Synergy Tech,liam.anderson@synergytech.com,Enterprise,799.0,2025-08-13,10,7,4,1,3.0,35.67,0,31.8,35,64.82,0
CUST-0373,Noah Taylor,Apex Global,noah.taylor@apexglobal.com,Enterprise,799.0,2025-02-28,16,4,1,0,3.25,25.37,0,89.0,76,23.1,0
CUST-0374,Siddharth Davis,CloudScale,siddharth.davis@cloudscale.com,Enterprise,799.0,2025-04-20,14,2,2,0,2.0,24.0,0,27.0,52,47.3,0
CUST-0375,Dakota Garcia,Apex Global,dakota.garcia@apexglobal.com,Starter,49.0,2025-05-26,13,2,1,0,2.5,66.5,0,16.4,55,44.36,0
CUST-0376,Noah Miller,Horizon Labs,noah.miller@horizonlabs.com,Pro,199.0,2025-06-29,12,8,3,3,3.12,23.28,3,57.5,24,75.05,0
CUST-0377,Morgan Sharma,InnoWave,morgan.sharma@innowave.com,Pro,199.0,2025-03-23,15,2,1,1,2.5,10.7,3,64.8,56,43.32,0
CUST-0378,Priya Kim,Vanguard AI,priya.kim@vanguardai.com,Enterprise,799.0,2025-06-28,12,7,1,3,2.29,25.3,0,52.0,35,64.51,0
CUST-0379,Riley Sharma,Apex Global,riley.sharma@apexglobal.com,Starter,49.0,2025-05-28,13,7,4,1,2.57,31.37,0,93.4,37,62.09,0
CUST-0380,Ananya Chen,ByteWorks,ananya.chen@byteworks.com,Starter,49.0,2025-06-09,12,7,4,0,3.71,4.83,0,80.1,55,44.28,0
CUST-0381,Ananya Thomas,Horizon Labs,ananya.thomas@horizonlabs.com,Pro,199.0,2025-02-22,16,8,5,0,2.62,21.87,0,24.0,33,66.6,0
CUST-0382,Siddharth Smith,Horizon Labs,siddharth.smith@horizonlabs.com,Enterprise,799.0,2025-09-15,9,6,2,0,4.33,15.95,0,76.2,76,23.71,0
CUST-0383,Taylor Garcia,Synergy Tech,taylor.garcia@synergytech.com,Pro,199.0,2025-05-19,13,4,1,1,3.25,35.37,0,41.7,62,37.83,0
CUST-0384,Ananya Patel,Apex Global,ananya.patel@apexglobal.com,Pro,199.0,2025-10-25,8,8,2,3,3.12,21.22,0,61.9,35,64.81,0
CUST-0385,Riley Patel,QuantumSoft,riley.patel@quantumsoft.com,Enterprise,799.0,2025-03-25,15,5,2,2,2.6,24.07,14,47.2,31,68.88,0
CUST-0386,Taylor Taylor,Starlight Systems,taylor.taylor@starlightsystems.com,Enterprise,799.0,2025-09-05,9,3,0,1,3.33,15.97,14,64.3,64,35.3,0
CUST-0387,Sophia Davis,Horizon Labs,sophia.davis@horizonlabs.com,Enterprise,799.0,2025-07-22,11,10,6,5,2.7,20.77,14,36.0,0,100.0,1
CUST-0388,Dakota Sharma,ByteWorks,dakota.sharma@byteworks.com,Pro,199.0,2025-09-08,9,9,4,3,2.78,32.74,0,23.7,12,87.41,1
CUST-0389,Ananya Taylor,Horizon Labs,ananya.taylor@horizonlabs.com,Pro,199.0,2025-10-14,8,4,3,2,2.25,22.2,14,42.7,19,80.13,0
CUST-0390,Noah Verma,Starlight Systems,noah.verma@starlightsystems.com,Enterprise,799.0,2025-01-25,17,9,2,1,4.22,28.03,0,35.4,61,38.68,0
CUST-0391,Pat Johnson,ByteWorks,pat.johnson@byteworks.com,Enterprise,799.0,2025-04-28,14,7,1,1,4.14,23.72,3,84.9,71,28.17,0
CUST-0392,Ananya Jackson,Vanguard AI,ananya.jackson@vanguardai.com,Pro,199.0,2025-10-28,8,10,1,2,3.3,23.16,3,30.1,49,50.39,0
CUST-0393,Ananya Williams,DataFlow,ananya.williams@dataflow.com,Starter,49.0,2025-05-01,14,10,4,2,3.2,18.35,0,45.2,28,71.88,0
CUST-0394,Noah Jackson,Vanguard AI,noah.jackson@vanguardai.com,Pro,199.0,2025-03-23,15,8,3,4,2.25,31.16,3,45.8,6,93.22,1
CUST-0395,Taylor Brown,Synergy Tech,taylor.brown@synergytech.com,Enterprise,799.0,2025-10-10,8,4,4,0,2.25,24.0,0,44.8,40,59.52,0
CUST-0396,Jordan Sharma,ByteWorks,jordan.sharma@byteworks.com,Enterprise,799.0,2025-03-06,16,2,1,0,3.5,3.4,0,89.0,78,21.1,0
CUST-0397,Aarav Chen,DataFlow,aarav.chen@dataflow.com,Starter,49.0,2025-08-24,10,4,3,0,2.0,13.3,0,90.3,51,48.97,0
CUST-0398,Sophia Patel,Acme Corp,sophia.patel@acmecorp.com,Pro,199.0,2025-02-03,17,2,1,1,3.0,8.9,0,74.5,63,36.55,0
CUST-0399,Riley Kim,Acme Corp,riley.kim@acmecorp.com,Enterprise,799.0,2025-03-11,15,5,5,0,2.6,24.0,0,62.6,37,62.94,0
CUST-0400,Casey Taylor,Starlight Systems,casey.taylor@starlightsystems.com,Starter,49.0,2025-07-31,11,3,0,1,3.67,12.47,7,50.0,70,29.87,0
CUST-0401,Liam Davis,InnoWave,liam.davis@innowave.com,Starter,49.0,2025-08-04,11,10,4,1,3.0,18.0,14,19.3,25,74.47,0
CUST-0402,Chris Garcia,QuantumSoft,chris.garcia@quantumsoft.com,Starter,49.0,2025-07-27,11,7,4,2,2.71,30.3,0,88.1,28,71.48,0
CUST-0403,Taylor Johnson,Acme Corp,taylor.johnson@acmecorp.com,Pro,199.0,2025-05-28,13,5,3,0,2.8,35.5,0,43.9,52,47.21,0
CUST-0404,Taylor Johnson,Acme Corp,taylor.johnson@acmecorp.com,Pro,199.0,2025-09-07,9,2,0,1,4.0,39.45,0,72.3,79,20.77,0
CUST-0405,Pat Miller,Vanguard AI,pat.miller@vanguardai.com,Pro,199.0,2025-06-07,12,7,3,6,2.57,17.2,0,16.1,0,100.0,1
CUST-0406,Morgan Williams,ByteWorks,morgan.williams@byteworks.com,Pro,199.0,2025-08-16,10,5,2,2,2.4,12.8,0,15.1,34,65.29,0
CUST-0407,Siddharth Brown,Apex Global,siddharth.brown@apexglobal.com,Pro,199.0,2025-03-24,15,5,4,2,2.2,13.5,25,70.2,7,92.38,1
CUST-0408,Morgan Verma,Synergy Tech,morgan.verma@synergytech.com,Enterprise,799.0,2025-01-23,17,2,1,0,3.5,3.5,0,84.3,78,21.57,0
CUST-0409,Morgan Anderson,TechPulse,morgan.anderson@techpulse.com,Starter,49.0,2025-09-02,10,4,0,1,3.25,30.77,0,17.9,67,32.21,0
CUST-0410,Pat Johnson,DataFlow,pat.johnson@dataflow.com,Enterprise,799.0,2025-03-18,15,5,1,2,2.8,25.2,0,69.7,51,48.63,0
CUST-0411,Chris Williams,ByteWorks,chris.williams@byteworks.com,Enterprise,799.0,2025-02-07,16,9,4,0,3.33,33.64,0,39.2,48,51.41,0
CUST-0412,Olivia Verma,TechPulse,olivia.verma@techpulse.com,Pro,199.0,2025-04-08,14,4,2,1,2.0,28.85,0,72.9,47,52.71,0
CUST-0413,Taylor Jackson,QuantumSoft,taylor.jackson@quantumsoft.com,Pro,199.0,2025-05-15,13,5,3,2,3.2,37.65,14,88.3,32,67.97,0
CUST-0414,Noah Rodriguez,Nexus Solutions,noah.rodriguez@nexussolutions.com,Pro,199.0,2025-08-21,10,8,6,2,2.38,20.65,7,77.2,4,95.48,1
CUST-0415,Morgan Rodriguez,TechPulse,morgan.rodriguez@techpulse.com,Pro,199.0,2025-03-04,16,6,1,2,3.67,22.26,0,49.6,56,43.71,0
CUST-0416,Liam Kim,DataFlow,liam.kim@dataflow.com,Pro,199.0,2025-09-13,9,2,0,1,4.0,40.25,25,25.6,59,40.44,0
CUST-0417,Rohan Verma,QuantumSoft,rohan.verma@quantumsoft.com,Pro,199.0,2025-07-28,11,5,3,4,1.8,6.75,0,76.5,8,91.95,1
CUST-0418,Ananya Anderson,Starlight Systems,ananya.anderson@starlightsystems.com,Enterprise,799.0,2025-02-14,16,9,2,2,3.44,16.7,25,25.0,29,70.94,0
CUST-0419,Ananya Brown,InnoWave,ananya.brown@innowave.com,Enterprise,799.0,2025-10-11,8,5,2,1,2.8,46.27,7,47.4,46,53.06,0
CUST-0420,Ananya Garcia,Vanguard AI,ananya.garcia@vanguardai.com,Pro,199.0,2025-04-19,14,7,6,3,1.86,10.8,7,40.5,0,100.0,1
CUST-0421,Chris Williams,InnoWave,chris.williams@innowave.com,Starter,49.0,2025-08-08,10,6,3,2,2.83,10.87,14,52.0,25,74.53,0
CUST-0422,Noah Kim,ByteWorks,noah.kim@byteworks.com,Starter,49.0,2025-10-17,8,10,6,4,2.6,11.15,3,60.8,0,100.0,1
CUST-0423,Dakota Williams,ByteWorks,dakota.williams@byteworks.com,Starter,49.0,2025-07-17,11,7,3,3,2.57,45.6,7,63.9,18,81.24,0
CUST-0424,Priya Mahato,ByteWorks,priya.mahato@byteworks.com,Enterprise,799.0,2025-08-11,10,5,3,2,3.2,17.7,0,63.4,37,62.06,0
CUST-0425,Emily Miller,Vanguard AI,emily.miller@vanguardai.com,Enterprise,799.0,2025-09-30,9,10,5,4,2.3,42.3,3,71.5,0,100.0,1
CUST-0426,Pat Rodriguez,Horizon Labs,pat.rodriguez@horizonlabs.com,Pro,199.0,2025-07-23,11,8,4,3,2.88,21.3,7,19.7,8,91.23,1
CUST-0427,Priya Johnson,TechPulse,priya.johnson@techpulse.com,Starter,49.0,2025-10-14,8,6,3,1,3.17,22.37,7,75.1,44,55.36,0
CUST-0428,Aarav Davis,Horizon Labs,aarav.davis@horizonlabs.com,Starter,49.0,2025-03-30,15,6,3,3,2.67,21.17,0,81.5,25,74.52,0
CUST-0429,Emily Taylor,InnoWave,emily.taylor@innowave.com,Pro,199.0,2025-07-31,11,3,2,0,3.33,10.5,0,79.2,68,31.41,0
CUST-0430,Noah Sharma,ByteWorks,noah.sharma@byteworks.com,Pro,199.0,2025-10-01,9,6,1,0,3.33,18.9,0,23.2,70,29.01,0
CUST-0431,Chris Jones,Nexus Solutions,chris.jones@nexussolutions.com,Pro,199.0,2025-05-11,13,5,3,1,2.6,46.45,7,15.9,34,65.81,0
CUST-0432,Siddharth Smith,Starlight Systems,siddharth.smith@starlightsystems.com,Starter,49.0,2025-01-06,18,7,5,4,2.14,21.5,0,27.1,0,100.0,1
CUST-0433,Noah Verma,CloudScale,noah.verma@cloudscale.com,Pro,199.0,2025-05-06,14,9,6,1,3.0,6.1,0,46.2,20,79.38,0
CUST-0434,Dakota Jones,QuantumSoft,dakota.jones@quantumsoft.com,Starter,49.0,2025-01-22,17,8,3,1,3.0,27.44,0,19.6,41,58.04,0
CUST-0435,Rohan Chen,ByteWorks,rohan.chen@byteworks.com,Starter,49.0,2025-03-28,15,2,0,2,3.0,10.4,7,79.8,57,42.22,0
CUST-0436,Casey Davis,Synergy Tech,casey.davis@synergytech.com,Starter,49.0,2025-10-09,8,2,1,0,2.0,16.5,0,75.5,65,34.45,0
CUST-0437,Riley Davis,TechPulse,riley.davis@techpulse.com,Enterprise,799.0,2025-04-16,14,10,7,2,2.0,11.03,25,88.5,0,100.0,1
CUST-0438,Priya Jackson,ByteWorks,priya.jackson@byteworks.com,Enterprise,799.0,2025-10-01,9,5,2,1,3.8,20.07,14,48.8,50,49.12,0
CUST-0439,Dakota Williams,Starlight Systems,dakota.williams@starlightsystems.com,Pro,199.0,2025-10-21,8,8,6,0,2.38,14.75,0,51.7,26,73.83,0
CUST-0440,Ananya Verma,DataFlow,ananya.verma@dataflow.com,Enterprise,799.0,2025-02-01,17,2,1,0,2.5,21.2,0,53.6,67,32.64,0
CUST-0441,Sophia Thomas,CloudScale,sophia.thomas@cloudscale.com,Enterprise,799.0,2025-08-31,10,6,1,2,3.83,20.5,14,44.8,48,51.25,0
CUST-0442,Morgan Johnson,CloudScale,morgan.johnson@cloudscale.com,Pro,199.0,2025-06-01,13,6,2,0,3.67,11.03,0,35.7,66,33.1,0
CUST-0443,Dakota Taylor,ByteWorks,dakota.taylor@byteworks.com,Pro,199.0,2025-10-05,8,6,5,3,1.83,10.7,7,59.5,0,100.0,1
CUST-0444,Aarav Thomas,InnoWave,aarav.thomas@innowave.com,Starter,49.0,2025-04-03,15,6,4,2,2.67,20.55,25,31.0,7,92.57,1
CUST-0445,Olivia Miller,Acme Corp,olivia.miller@acmecorp.com,Pro,199.0,2025-04-29,14,9,3,2,3.22,25.85,0,94.0,41,58.82,0
CUST-0446,Riley Miller,ByteWorks,riley.miller@byteworks.com,Starter,49.0,2025-10-28,8,6,4,2,3.17,11.7,25,28.7,11,88.8,1
CUST-0447,Priya Taylor,InnoWave,priya.taylor@innowave.com,Enterprise,799.0,2025-10-20,8,7,4,1,2.43,22.77,7,75.2,30,69.25,0
CUST-0448,Sophia Brown,Starlight Systems,sophia.brown@starlightsystems.com,Starter,49.0,2025-10-23,8,5,2,0,3.8,18.63,0,76.5,72,27.95,0
CUST-0449,Aarav Miller,TechPulse,aarav.miller@techpulse.com,Enterprise,799.0,2025-07-22,11,2,1,1,3.0,2.2,0,72.9,63,36.71,0
CUST-0450,Jordan Jackson,Acme Corp,jordan.jackson@acmecorp.com,Enterprise,799.0,2025-09-29,9,7,3,1,3.0,20.98,0,61.8,46,53.82,0
CUST-0451,Noah Garcia,InnoWave,noah.garcia@innowave.com,Pro,199.0,2025-03-01,16,3,2,1,2.0,48.2,7,88.1,36,63.39,0
CUST-0452,Dakota Garcia,Synergy Tech,dakota.garcia@synergytech.com,Starter,49.0,2025-07-13,11,6,3,1,2.17,19.9,14,61.0,31,68.97,0
CUST-0453,Jordan Chen,Nexus Solutions,jordan.chen@nexussolutions.com,Pro,199.0,2025-05-14,13,2,2,0,2.0,24.0,0,34.0,53,46.6,0
CUST-0454,Aarav Thomas,Horizon Labs,aarav.thomas@horizonlabs.com,Pro,199.0,2025-03-11,15,9,4,5,2.67,18.04,0,86.6,0,100.0,1
CUST-0455,Priya Kim,Nexus Solutions,priya.kim@nexussolutions.com,Starter,49.0,2025-01-04,18,6,6,3,1.5,24.0,0,38.2,0,100.0,1
CUST-0456,Pat Garcia,ByteWorks,pat.garcia@byteworks.com,Starter,49.0,2025-02-25,16,10,5,4,2.6,8.04,14,54.6,0,100.0,1
CUST-0457,Alex Rodriguez,InnoWave,alex.rodriguez@innowave.com,Enterprise,799.0,2025-05-24,13,8,2,2,3.25,20.58,0,92.6,49,50.74,0
CUST-0458,Sam Rodriguez,InnoWave,sam.rodriguez@innowave.com,Enterprise,799.0,2025-07-03,12,10,5,3,2.6,29.9,14,40.5,0,100.0,1
CUST-0459,Sam Smith,TechPulse,sam.smith@techpulse.com,Starter,49.0,2025-03-27,15,5,2,1,2.6,6.1,0,80.6,52,47.14,0
CUST-0460,Sam Taylor,CloudScale,sam.taylor@cloudscale.com,Pro,199.0,2025-10-25,8,10,3,2,3.5,17.93,0,79.8,41,58.02,0
CUST-0461,Sophia Williams,Horizon Labs,sophia.williams@horizonlabs.com,Enterprise,799.0,2025-03-19,15,4,3,2,2.25,30.8,7,94.7,29,70.73,0
CUST-0462,Alex Smith,DataFlow,alex.smith@dataflow.com,Starter,49.0,2025-03-23,15,3,2,0,2.33,57.0,0,17.5,46,53.58,0
CUST-0463,Siddharth Garcia,CloudScale,siddharth.garcia@cloudscale.com,Starter,49.0,2025-05-16,13,8,2,2,3.25,21.1,0,35.8,43,56.42,0
CUST-0464,Priya Thomas,ByteWorks,priya.thomas@byteworks.com,Starter,49.0,2025-09-09,9,8,3,1,3.62,21.5,0,90.8,54,45.92,0
CUST-0465,Sam Williams,InnoWave,sam.williams@innowave.com,Enterprise,799.0,2025-08-10,10,6,6,1,2.17,24.0,0,94.4,18,81.23,0
CUST-0466,Ananya Rodriguez,Starlight Systems,ananya.rodriguez@starlightsystems.com,Starter,49.0,2025-06-27,12,3,1,2,1.33,19.6,25,26.4,20,79.69,0
CUST-0467,Liam Verma,Acme Corp,liam.verma@acmecorp.com,Starter,49.0,2025-04-14,14,4,4,2,2.0,24.0,14,18.6,7,92.54,1
CUST-0468,Ananya Jones,Starlight Systems,ananya.jones@starlightsystems.com,Pro,199.0,2025-01-27,17,10,5,4,2.8,36.5,0,78.9,0,99.71,1
CUST-0469,Ananya Garcia,TechPulse,ananya.garcia@techpulse.com,Starter,49.0,2025-07-20,11,2,2,0,2.5,24.0,0,20.3,56,43.97,0
CUST-0470,Olivia Brown,CloudScale,olivia.brown@cloudscale.com,Enterprise,799.0,2025-07-06,12,4,1,2,2.75,29.73,0,32.6,47,52.74,0
CUST-0471,Alex Mahato,Apex Global,alex.mahato@apexglobal.com,Enterprise,799.0,2025-08-06,10,3,2,0,3.0,12.3,0,59.0,63,36.1,0
CUST-0472,Taylor Smith,InnoWave,taylor.smith@innowave.com,Starter,49.0,2025-03-02,16,6,3,3,3.0,24.1,3,77.9,25,74.01,0
CUST-0473,Rohan Patel,Starlight Systems,rohan.patel@starlightsystems.com,Pro,199.0,2025-08-05,11,9,3,2,3.56,16.03,0,53.3,39,60.23,0
CUST-0474,Taylor Miller,InnoWave,taylor.miller@innowave.com,Starter,49.0,2025-10-08,8,8,6,1,2.75,44.4,0,81.5,22,77.85,0
CUST-0475,Liam Rodriguez,TechPulse,liam.rodriguez@techpulse.com,Starter,49.0,2025-09-02,10,5,1,3,2.8,25.12,0,31.6,37,62.44,0
CUST-0476,Chris Garcia,Acme Corp,chris.garcia@acmecorp.com,Starter,49.0,2025-07-31,11,10,4,0,2.9,44.35,0,58.3,47,52.97,0
CUST-0477,Taylor Garcia,Vanguard AI,taylor.garcia@vanguardai.com,Starter,49.0,2025-07-18,11,5,3,1,2.4,40.3,0,28.6,38,61.94,0
CUST-0478,Sophia Smith,QuantumSoft,sophia.smith@quantumsoft.com,Enterprise,799.0,2025-02-22,16,4,0,0,4.25,14.65,0,67.2,90,9.28,0
CUST-0479,Aarav Patel,Acme Corp,aarav.patel@acmecorp.com,Starter,49.0,2025-04-26,14,7,3,1,3.29,19.55,0,21.0,44,55.61,0
CUST-0480,Siddharth Mahato,Vanguard AI,siddharth.mahato@vanguardai.com,Pro,199.0,2025-05-23,13,4,3,0,2.75,17.9,0,83.4,56,43.66,0
CUST-0481,Casey Taylor,InnoWave,casey.taylor@innowave.com,Starter,49.0,2025-09-18,9,8,2,2,3.12,20.98,0,62.3,45,54.77,0
CUST-0482,Alex Mahato,Starlight Systems,alex.mahato@starlightsystems.com,Enterprise,799.0,2025-09-05,9,9,6,1,3.0,11.93,0,43.2,20,79.68,0
CUST-0483,Ananya Garcia,Starlight Systems,ananya.garcia@starlightsystems.com,Pro,199.0,2025-08-17,10,4,2,2,2.75,18.8,3,88.5,43,56.95,0
CUST-0484,Aarav Johnson,Vanguard AI,aarav.johnson@vanguardai.com,Pro,199.0,2025-08-09,10,5,1,0,3.6,15.68,0,53.9,76,23.81,0
CUST-0485,Jordan Sharma,ByteWorks,jordan.sharma@byteworks.com,Pro,199.0,2025-07-24,11,3,2,1,1.33,16.0,25,81.1,27,72.22,0
CUST-0486,Sam Davis,QuantumSoft,sam.davis@quantumsoft.com,Starter,49.0,2025-04-16,14,5,2,3,2.0,44.0,3,85.4,26,73.26,0
CUST-0487,Taylor Taylor,InnoWave,taylor.taylor@innowave.com,Pro,199.0,2025-02-21,16,10,6,1,2.7,27.45,14,73.1,12,87.49,1
CUST-0488,Noah Smith,Starlight Systems,noah.smith@starlightsystems.com,Starter,49.0,2025-10-25,8,5,5,2,1.6,24.0,14,75.4,1,98.06,1
CUST-0489,Taylor Patel,QuantumSoft,taylor.patel@quantumsoft.com,Pro,199.0,2025-02-14,16,10,4,4,3.1,26.77,0,70.7,9,90.13,1
CUST-0490,Liam Taylor,ByteWorks,liam.taylor@byteworks.com,Starter,49.0,2025-06-11,12,7,1,0,4.14,23.95,0,28.7,78,21.99,0
CUST-0491,Noah Mahato,TechPulse,noah.mahato@techpulse.com,Starter,49.0,2025-04-16,14,10,3,1,3.3,39.67,0,48.0,47,52.8,0
CUST-0492,Dakota Johnson,Nexus Solutions,dakota.johnson@nexussolutions.com,Starter,49.0,2025-04-15,14,2,1,0,4.0,12.0,0,67.1,80,19.29,0
CUST-0493,Dakota Mahato,Synergy Tech,dakota.mahato@synergytech.com,Pro,199.0,2025-01-16,17,2,2,1,3.0,24.0,14,90.0,48,51.4,0
CUST-0494,Morgan Verma,Apex Global,morgan.verma@apexglobal.com,Starter,49.0,2025-08-30,10,8,5,3,2.75,20.23,14,80.8,1,98.32,1
CUST-0495,Jordan Davis,Vanguard AI,jordan.davis@vanguardai.com,Pro,199.0,2025-08-18,10,2,2,1,1.5,24.0,0,71.0,43,56.9,0
CUST-0496,Siddharth Patel,Starlight Systems,siddharth.patel@starlightsystems.com,Pro,199.0,2025-01-09,17,5,3,1,3.2,10.35,14,29.8,36,63.82,0
CUST-0497,Rohan Jackson,Vanguard AI,rohan.jackson@vanguardai.com,Starter,49.0,2025-01-06,18,8,4,2,3.25,25.9,0,91.5,33,66.85,0
CUST-0498,Dakota Davis,Acme Corp,dakota.davis@acmecorp.com,Pro,199.0,2025-10-16,8,3,2,1,2.0,38.2,0,38.7,43,56.13,0
CUST-0499,Alex Sharma,Vanguard AI,alex.sharma@vanguardai.com,Enterprise,799.0,2025-03-19,15,2,1,0,4.0,2.7,0,64.6,80,19.54,0
CUST-0500,Sam Jackson,Starlight Systems,sam.jackson@starlightsystems.com,Enterprise,799.0,2025-01-18,17,7,4,3,2.57,27.93,14,21.9,2,97.64,1
